estimate_year,index,DC_001,MD_009,MD_017,MD_021,MD_031,MD_033,VA_013,VA_043,VA_047,VA_059,VA_061,VA_107,VA_153,VA_157,VA_177,VA_179,VA_187,VA_510,VA_600,VA_610,VA_630,VA_683,VA_685,WV_037
2011-2015,B25127_1_total,273390,31155,53171,88494,365235,305610,98441,5526,16515,392355,23595,113432,136794,3273,42823,43405,14364,66879,8467,5166,10080,12433,4723,20331
2011-2015,B25127_2_owner_occupied,112750,25432,41321,65427,241654,189462,43697,4195,12023,265693,18674,87461,97744,2492,32589,33314,11020,28410,5925,3031,3473,7988,3246,15051
2011-2015,B25127_3_built_2010_or_later,886,538,1529,1510,2745,2531,683,32,240,2563,344,6284,3097,54,651,1462,192,286,79,63,259,153,20,162
2011-2015,"B25127_4_1,_detached__or_attached",628,538,1529,1479,2583,2508,526,32,240,2323,344,6002,2993,54,605,1456,192,235,79,45,251,128,20,162
2011-2015,B25127_5_2_to_4,81,0,0,12,89,0,9,0,0,28,0,48,30,0,0,0,0,12,0,0,0,0,0,0
2011-2015,B25127_6_5_to_19,69,0,0,11,58,4,36,0,0,24,0,145,55,0,0,0,0,0,0,0,0,17,0,0
2011-2015,B25127_7_20_to_49,62,0,0,8,15,0,38,0,0,50,0,63,14,0,0,0,0,28,0,0,8,8,0,0
2011-2015,B25127_8_50_or_more,46,0,0,0,0,13,74,0,0,56,0,14,0,0,0,0,0,11,0,18,0,0,0,0
2011-2015,"B25127_9_mobile_home,_boat,_rv,_van,_etc.",0,0,0,0,0,6,0,0,0,82,0,12,5,0,46,6,0,0,0,0,0,0,0,0
2011-2015,B25127_10_built_2000_to_2009,9018,4806,9190,12653,24514,23298,4835,984,3908,27249,4381,34221,31151,340,9332,9470,2024,2799,687,452,752,625,553,4051
2011-2015,"B25127_11_1,_detached__or_attached",2429,4696,9068,11922,19090,21922,1723,956,3851,23050,4278,32339,30001,340,9035,9280,1991,1444,532,196,707,550,435,3899
2011-2015,B25127_12_2_to_4,278,9,5,0,335,13,18,0,0,187,4,98,134,0,22,41,0,0,27,0,0,0,0,0
2011-2015,B25127_13_5_to_19,627,47,94,432,1423,317,235,28,0,711,27,743,324,0,0,35,0,116,12,23,0,25,41,0
2011-2015,B25127_14_20_to_49,1209,16,7,36,944,558,161,0,0,669,8,315,259,0,0,0,0,268,0,0,45,0,70,0
2011-2015,B25127_15_50_or_more,4475,25,16,199,2693,314,2698,0,0,2358,14,587,167,0,0,0,0,971,116,233,0,0,0,0
2011-2015,"B25127_16_mobile_home,_boat,_rv,_van,_etc.",0,13,0,64,29,174,0,0,57,274,50,139,266,0,275,114,33,0,0,0,0,50,7,152
2011-2015,B25127_17_built_1980_to_1999,5758,12552,16506,26530,83915,57509,7372,854,4082,107004,7637,34376,35791,864,15865,15217,3906,5777,850,345,338,4425,1311,5574
2011-2015,"B25127_18_1,_detached__or_attached",3166,12321,16240,25149,74198,54469,3949,837,3908,94605,7376,32096,33704,864,14965,14647,3767,3586,816,330,315,3997,1287,5200
2011-2015,B25127_19_2_to_4,287,9,8,85,560,259,68,0,0,917,28,219,246,0,26,8,0,180,9,0,6,71,0,16
2011-2015,B25127_20_5_to_19,511,51,48,946,5005,1828,591,0,10,6597,46,1440,1287,0,9,90,0,522,8,15,17,336,4,0
2011-2015,B25127_21_20_to_49,507,5,12,98,792,195,360,0,0,1223,0,150,8,0,2,0,0,311,6,0,0,0,0,0
2011-2015,B25127_22_50_or_more,1280,9,16,94,3204,208,2383,0,0,3067,0,270,84,0,67,0,10,1170,11,0,0,0,20,0
2011-2015,"B25127_23_mobile_home,_boat,_rv,_van,_etc.",7,157,182,158,156,550,21,17,164,595,187,201,462,0,796,472,129,8,0,0,0,21,0,358
2011-2015,B25127_24_built_1960_to_1979,12894,5357,10465,13820,71231,59266,6854,1235,2269,91915,3840,8694,23048,523,5041,5363,2574,7298,2040,564,786,2202,504,3128
2011-2015,"B25127_25_1,_detached__or_attached",5873,5324,10196,13520,61321,55038,3936,1227,2231,83113,3810,8432,22150,507,4600,5186,2489,3278,1743,420,786,2090,467,2845
2011-2015,B25127_26_2_to_4,623,0,0,0,518,222,122,8,0,725,10,48,48,0,0,5,0,85,0,0,0,15,34,8
2011-2015,B25127_27_5_to_19,1149,9,0,96,3541,2702,413,0,0,4379,0,141,430,0,37,27,0,745,225,28,0,6,0,0
2011-2015,B25127_28_20_to_49,555,0,0,25,1185,292,272,0,0,756,0,25,0,0,0,0,0,115,9,0,0,0,0,0
2011-2015,B25127_29_50_or_more,4694,0,10,33,4521,761,2111,0,0,2668,0,12,53,0,0,0,0,3075,63,116,0,11,3,0
2011-2015,"B25127_30_mobile_home,_boat,_rv,_van,_etc.",0,24,259,146,145,251,0,0,38,274,20,36,367,16,404,145,85,0,0,0,0,80,0,275
2011-2015,B25127_31_built_1940_to_1959,27961,1407,2851,4439,46686,37755,17059,426,907,34224,1147,1716,3619,222,1078,1285,1531,8094,2150,1321,565,352,849,841
2011-2015,"B25127_32_1,_detached__or_attached",21879,1407,2815,4439,45288,36726,14190,426,859,33044,1137,1649,3560,222,1068,1273,1531,6413,2119,1302,565,319,849,811
2011-2015,B25127_33_2_to_4,637,0,8,0,170,140,804,0,0,182,0,6,0,0,0,0,0,391,0,0,0,21,0,30
2011-2015,B25127_34_5_to_19,1746,0,9,0,623,537,1161,0,0,789,10,34,55,0,10,12,0,1070,23,10,0,0,0,0
2011-2015,B25127_35_20_to_49,1004,0,5,0,155,147,290,0,0,29,0,0,0,0,0,0,0,39,0,0,0,12,0,0
2011-2015,B25127_36_50_or_more,2695,0,0,0,420,146,601,0,9,95,0,7,0,0,0,0,0,181,8,9,0,0,0,0
2011-2015,"B25127_37_mobile_home,_boat,_rv,_van,_etc.",0,0,14,0,30,59,13,0,39,85,0,20,4,0,0,0,0,0,0,0,0,0,0,0
2011-2015,B25127_38_built_1939_or_earlier,56233,772,780,6475,12563,9103,6894,664,617,2738,1325,2170,1038,489,622,517,793,4156,119,286,773,231,9,1295
2011-2015,"B25127_39_1,_detached__or_attached",45308,749,780,6352,12266,8885,6634,664,610,2638,1305,2157,1032,487,606,517,793,3881,104,286,747,231,9,1266
2011-2015,B25127_40_2_to_4,2449,13,0,90,103,46,102,0,7,50,20,5,6,0,8,0,0,122,0,0,18,0,0,20
2011-2015,B25127_41_5_to_19,2634,0,0,22,119,87,93,0,0,43,0,0,0,2,0,0,0,79,15,0,0,0,0,9
2011-2015,B25127_42_20_to_49,2982,0,0,5,42,9,18,0,0,7,0,0,0,0,0,0,0,33,0,0,8,0,0,0
2011-2015,B25127_43_50_or_more,2860,0,0,0,24,33,44,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
2011-2015,"B25127_44_mobile_home,_boat,_rv,_van,_etc.",0,10,0,6,9,43,3,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0
2011-2015,B25127_45_renter_occupied,160640,5723,11850,23067,123581,116148,54744,1331,4492,126662,4921,25971,39050,781,10234,10091,3344,38469,2542,2135,6607,4445,1477,5280
2011-2015,B25127_46_built_2010_or_later,4435,59,494,360,3022,1260,2200,21,29,2679,64,1337,1097,0,235,192,25,613,0,37,407,89,11,21
2011-2015,"B25127_47_1,_detached__or_attached",403,59,65,84,289,220,127,21,0,285,5,416,375,0,57,133,25,0,0,0,126,16,0,10
2011-2015,B25127_48_2_to_4,357,0,0,42,83,31,48,0,0,82,35,19,0,0,0,0,0,20,0,0,0,16,0,0
2011-2015,B25127_49_5_to_19,580,0,59,76,377,166,233,0,29,377,0,396,311,0,125,24,0,95,0,0,59,0,0,11
2011-2015,B25127_50_20_to_49,300,0,254,135,194,60,101,0,0,198,9,66,244,0,0,0,0,30,0,21,191,22,0,0
2011-2015,B25127_51_50_or_more,2779,0,83,23,2079,777,1691,0,0,1710,15,401,167,0,53,35,0,468,0,16,31,35,11,0
2011-2015,"B25127_52_mobile_home,_boat,_rv,_van,_etc.",16,0,33,0,0,6,0,0,0,27,0,39,0,0,0,0,0,0,0,0,0,0,0,0
2011-2015,B25127_53_built_2000_to_2009,14760,1141,2386,3718,17527,10625,8744,105,813,19401,543,8218,9146,33,2325,2867,276,4362,156,240,791,350,674,849
2011-2015,"B25127_54_1,_detached__or_attached",1728,730,1121,1484,2980,2324,402,90,517,5628,300,3432,5440,33,1254,1764,267,509,117,9,425,43,96,596
2011-2015,B25127_55_2_to_4,860,23,129,74,264,346,102,0,89,378,31,309,307,0,25,84,0,139,0,0,0,8,0,21
2011-2015,B25127_56_5_to_19,1942,46,394,1153,3729,2795,643,0,157,4392,87,2790,2116,0,450,591,9,486,27,0,181,158,110,138
2011-2015,B25127_57_20_to_49,1182,100,281,331,1313,587,394,15,21,1526,18,562,468,0,392,64,0,218,0,0,86,44,130,0
2011-2015,B25127_58_50_or_more,9048,242,461,666,9164,4489,7203,0,19,7313,57,1069,741,0,158,219,0,2995,12,231,99,97,338,0
2011-2015,"B25127_59_mobile_home,_boat,_rv,_van,_etc.",0,0,0,10,77,84,0,0,10,164,50,56,74,0,46,145,0,15,0,0,0,0,0,94
2011-2015,B25127_60_built_1980_to_1999,14631,2847,4456,8802,40165,28161,12772,391,1508,46611,1584,10670,16396,213,5435,4752,671,8365,582,285,1306,2199,317,1629
2011-2015,"B25127_61_1,_detached__or_attached",1339,1789,2895,3756,10957,8487,1055,253,742,15719,1060,4283,6971,169,3391,2609,335,1645,182,55,202,672,213,807
2011-2015,B25127_62_2_to_4,1591,276,487,374,1440,1157,345,0,62,1736,34,434,746,8,249,86,106,256,0,11,122,175,0,99
2011-2015,B25127_63_5_to_19,4078,416,534,3439,16252,12780,1803,0,565,18022,239,4637,6969,0,746,1483,138,2189,294,45,678,1066,60,294
2011-2015,B25127_64_20_to_49,1442,114,196,512,2544,1143,716,19,81,3903,98,691,509,0,214,294,8,908,33,28,100,79,44,34
2011-2015,B25127_65_50_or_more,6126,158,328,670,8901,4501,8830,119,11,6888,122,573,1038,0,453,149,0,3367,73,146,187,207,0,67
2011-2015,"B25127_66_mobile_home,_boat,_rv,_van,_etc.",55,94,16,51,71,93,23,0,47,343,31,52,163,36,382,131,84,0,0,0,17,0,0,328
2011-2015,B25127_67_built_1960_to_1979,41431,847,3186,4407,41335,50235,14913,394,1084,45050,1264,3599,9746,137,1526,1628,740,16374,1305,1063,2717,1398,219,1334
2011-2015,"B25127_68_1,_detached__or_attached",2834,672,2051,2144,7965,8914,1157,174,787,15016,959,2167,5417,128,1051,1392,521,1432,393,82,454,687,183,668
2011-2015,B25127_69_2_to_4,4861,87,267,501,1579,2174,1053,73,106,1426,128,220,398,4,24,59,59,554,28,5,241,74,19,128
2011-2015,B25127_70_5_to_19,14093,4,381,1352,16052,30949,3242,133,171,18115,93,1029,2945,5,91,112,147,6645,711,258,1440,553,0,318
2011-2015,B25127_71_20_to_49,3577,41,243,141,2149,1851,1082,14,0,2126,19,32,490,0,73,20,0,1054,53,70,327,40,17,51
2011-2015,B25127_72_50_or_more,16019,21,139,189,13552,6245,8294,0,12,8219,24,135,352,0,179,14,13,6689,120,648,255,44,0,35
2011-2015,"B25127_73_mobile_home,_boat,_rv,_van,_etc.",47,22,105,80,38,102,85,0,8,148,41,16,144,0,108,31,0,0,0,0,0,0,0,134
2011-2015,B25127_74_built_1940_to_1959,41585,556,802,1923,17223,20674,12956,110,571,11369,684,1170,1975,103,572,547,953,7124,491,408,560,224,256,557
2011-2015,"B25127_75_1,_detached__or_attached",6866,494,506,1269,6948,7328,3071,87,280,5728,539,605,979,93,501,464,561,1757,249,160,264,183,245,398
2011-2015,B25127_76_2_to_4,6924,0,110,263,1134,1390,1546,23,106,804,14,97,231,10,13,79,217,710,22,57,132,0,0,109
2011-2015,B25127_77_5_to_19,12287,6,109,357,4401,9860,4128,0,111,2980,108,312,641,0,32,4,175,2786,210,41,132,41,11,20
2011-2015,B25127_78_20_to_49,4462,9,57,14,1114,743,1404,0,53,774,0,43,81,0,0,0,0,478,0,0,7,0,0,0
2011-2015,B25127_79_50_or_more,11023,36,9,20,3571,1333,2797,0,12,978,23,113,43,0,20,0,0,1393,10,150,25,0,0,10
2011-2015,"B25127_80_mobile_home,_boat,_rv,_van,_etc.",23,11,11,0,55,20,10,0,9,105,0,0,0,0,6,0,0,0,0,0,0,0,0,20
2011-2015,B25127_81_built_1939_or_earlier,43798,273,526,3857,4309,5193,3159,310,487,1552,782,977,690,295,141,105,679,1631,8,102,826,185,0,890
2011-2015,"B25127_82_1,_detached__or_attached",12224,220,332,2287,1871,2211,1286,280,404,830,555,746,369,286,135,94,266,674,8,34,341,35,0,519
2011-2015,B25127_83_2_to_4,7928,37,72,861,536,434,646,9,27,252,127,128,25,0,0,11,218,361,0,34,237,54,0,165
2011-2015,B25127_84_5_to_19,7835,16,66,521,1072,1904,716,21,24,247,82,4,264,9,6,0,195,352,0,34,131,93,0,181
2011-2015,B25127_85_20_to_49,5698,0,56,75,194,189,334,0,0,57,0,66,29,0,0,0,0,28,0,0,89,0,0,25
2011-2015,B25127_86_50_or_more,10086,0,0,69,599,443,160,0,0,162,18,19,3,0,0,0,0,177,0,0,28,3,0,0
2011-2015,"B25127_87_mobile_home,_boat,_rv,_van,_etc.",27,0,0,44,37,12,17,0,32,4,0,14,0,0,0,0,0,39,0,0,0,0,0,0
2011-2015,B11003_1_total,118737,23245,38911,63500,253531,201936,45768,3676,12430,280010,17346,87905,105896,2276,33531,35578,10108,32393,5789,3281,5663,9194,3383,14353
2011-2015,B11003_2_married-couple_family,65383,17927,28003,50059,196140,119543,37030,2775,9593,228571,14732,74313,82368,1923,26264,28814,7552,24221,4645,2752,3449,7076,2582,10999
2011-2015,B11003_3_with_own_children_of_the_householder_under_18_years,24949,7392,12163,22083,93127,50229,16063,901,3843,112053,5928,44903,44802,518,11236,13933,3026,9803,1957,1320,1514,3253,1349,4201
2011-2015,B11003_4_under_6_years_only,10682,981,2017,4385,23195,9992,5808,175,455,29083,845,11434,10718,66,2028,2583,749,4695,581,376,543,810,254,727
2011-2015,B11003_5_under_6_years_and_6_to_17_years,4381,1168,2629,4150,16967,11567,2712,148,796,19963,1223,8720,10940,156,2315,2708,708,1616,283,202,266,848,439,1071
2011-2015,B11003_6_6_to_17_years_only,9886,5243,7517,13548,52965,28670,7543,578,2592,63007,3860,24749,23144,296,6893,8642,1569,3492,1093,742,705,1595,656,2403
2011-2015,B11003_7_no_own_children_of_the_householder_under_18_years,40434,10535,15840,27976,103013,69314,20967,1874,5750,116518,8804,29410,37566,1405,15028,14881,4526,14418,2688,1432,1935,3823,1233,6798
2011-2015,B11003_8_other_family,53354,5318,10908,13441,57391,82393,8738,901,2837,51439,2614,13592,23528,353,7267,6764,2556,8172,1144,529,2214,2118,801,3354
2011-2015,"B11003_9_male_householder,_no_wife_present",10502,1431,2272,3975,15558,20527,3043,171,918,15285,815,4051,7787,191,1913,1792,785,2450,360,122,261,537,205,1046
2011-2015,B11003_10_with_own_children_of_the_householder_under_18_years,4362,677,1188,2247,7462,9147,898,94,496,6231,404,1986,4064,85,903,1084,343,1101,191,58,89,184,107,503
2011-2015,B11003_11_under_6_years_only,1357,190,267,695,2033,2613,281,0,119,1518,68,238,1253,26,249,169,74,477,62,7,58,33,30,144
2011-2015,B11003_12_under_6_years_and_6_to_17_years,332,73,142,294,1536,2008,116,0,72,997,125,337,627,8,137,133,27,62,39,0,0,85,0,65
2011-2015,B11003_13_6_to_17_years_only,2673,414,779,1258,3893,4526,501,94,305,3716,211,1411,2184,51,517,782,242,562,90,51,31,66,77,294
2011-2015,B11003_14_no_own_children_of_the_householder_under_18_years,6140,754,1084,1728,8096,11380,2145,77,422,9054,411,2065,3723,106,1010,708,442,1349,169,64,172,353,98,543
2011-2015,"B11003_15_female_householder,_no_husband_present",42852,3887,8636,9466,41833,61866,5695,730,1919,36154,1799,9541,15741,162,5354,4972,1771,5722,784,407,1953,1581,596,2308
2011-2015,B11003_16_with_own_children_of_the_householder_under_18_years,21347,2107,4807,4983,21990,30237,2908,373,1195,18218,895,5626,9053,46,3039,3194,1009,3335,233,262,1310,921,302,1331
2011-2015,B11003_17_under_6_years_only,3866,337,644,676,3064,5489,560,89,315,3275,75,787,1244,23,539,295,174,889,8,51,399,189,61,264
2011-2015,B11003_18_under_6_years_and_6_to_17_years,4396,204,634,1059,3617,5099,559,112,219,2857,183,725,2452,0,406,587,156,461,52,0,193,203,47,180
2011-2015,B11003_19_6_to_17_years_only,13085,1566,3529,3248,15309,19649,1789,172,661,12086,637,4114,5357,23,2094,2312,679,1985,173,211,718,529,194,887
2011-2015,B11003_20_no_own_children_of_the_householder_under_18_years,21505,1780,3829,4483,19843,31629,2787,357,724,17936,904,3915,6688,116,2315,1778,762,2387,551,145,643,660,294,977
2011-2015,B25075_1_total,112750,25432,41321,65427,241654,189462,43697,4195,12023,265693,18674,87461,97744,2492,32589,33314,11020,28410,5925,3031,3473,7988,3246,15051
2011-2015,"B25075_2_less_than_$10,000",1134,221,617,596,2050,2545,281,19,122,2306,169,797,1201,0,658,356,253,308,0,14,36,56,60,290
2011-2015,"B25075_3_$10,000_to_$14,999",103,14,29,93,155,389,18,13,63,281,20,70,127,0,203,125,14,0,0,0,0,38,0,131
2011-2015,"B25075_4_$15,000_to_$19,999",96,29,78,119,169,678,30,19,22,260,53,68,156,6,169,224,126,23,0,0,12,39,18,41
2011-2015,"B25075_5_$20,000_to_$24,999",222,60,171,195,251,647,55,6,49,180,76,108,191,0,68,76,26,34,0,0,14,22,0,115
2011-2015,"B25075_6_$25,000_to_$29,999",101,47,65,72,227,614,79,13,14,179,9,44,315,0,68,128,13,16,0,0,21,13,0,68
2011-2015,"B25075_7_$30,000_to_$34,999",278,26,29,112,303,595,38,0,0,226,63,168,142,0,98,141,7,7,0,0,0,48,9,65
2011-2015,"B25075_8_$35,000_to_$39,999",127,7,37,44,239,443,6,0,0,175,14,47,116,7,58,43,10,0,0,0,7,0,0,29
2011-2015,"B25075_9_$40,000_to_$49,999",182,20,58,136,350,557,21,0,64,361,21,89,162,0,45,64,42,24,26,0,0,24,9,160
2011-2015,"B25075_10_$50,000_to_$59,999",311,12,72,74,384,720,79,0,48,370,21,159,208,24,225,8,94,36,22,0,0,0,0,166
2011-2015,"B25075_11_$60,000_to_$69,999",184,7,36,112,438,949,125,36,55,405,23,54,185,0,119,98,99,27,11,9,0,18,37,266
2011-2015,"B25075_12_$70,000_to_$79,999",286,0,143,269,370,1168,84,20,73,413,55,118,80,33,148,100,58,99,0,0,48,91,27,183
2011-2015,"B25075_13_$80,000_to_$89,999",252,46,144,152,430,1498,45,0,58,454,52,201,234,23,430,88,236,0,8,0,38,22,0,254
2011-2015,"B25075_14_$90,000_to_$99,999",374,73,130,247,780,1363,35,71,133,590,53,155,273,5,305,114,178,141,0,0,74,99,86,341
2011-2015,"B25075_15_$100,000_to_$124,999",1285,217,786,1709,2845,6158,325,112,432,1996,185,650,1642,39,1187,523,610,269,44,10,105,344,74,1242
2011-2015,"B25075_16_$125,000_to_$149,999",1045,219,1021,1846,2911,6672,278,88,844,2060,338,863,2133,18,1733,784,859,369,103,8,111,237,165,974
2011-2015,"B25075_17_$150,000_to_$174,999",2340,819,2764,3434,5606,14917,566,223,1081,3350,768,1392,3915,175,2820,1412,1509,732,142,16,98,605,312,1727
2011-2015,"B25075_18_$175,000_to_$199,999",2490,1015,2280,3835,5263,14897,383,221,874,3131,600,1407,4311,92,3005,1633,887,720,47,31,142,458,245,1151
2011-2015,"B25075_19_$200,000_to_$249,999",7986,3510,7261,9430,14652,36957,1108,519,2024,10792,1741,4142,12855,239,5134,4790,1810,2415,201,60,459,1192,601,2204
2011-2015,"B25075_20_$250,000_to_$299,999",8224,3730,7153,10226,19145,31655,2237,415,1763,14659,2325,6250,13249,289,5005,5422,1491,1861,214,19,374,1288,500,2093
2011-2015,"B25075_21_$300,000_to_$399,999",18688,6320,10733,15703,43884,39448,5182,1093,2675,43866,4811,18876,22259,442,6356,9990,1630,3686,1008,183,1101,2247,732,2157
2011-2015,"B25075_22_$400,000_to_$499,999",14065,4370,4673,9228,37279,15945,5332,632,825,46407,2723,15434,18689,324,2265,4058,589,3359,1617,275,363,797,352,594
2011-2015,"B25075_23_$500,000_to_$749,999",23484,3621,2310,6057,57730,8345,12859,394,642,83129,2849,27034,13025,247,1722,2676,339,7862,1822,1017,393,285,19,514
2011-2015,"B25075_24_$750,000_to_$999,999",14916,707,427,1099,25472,1236,9107,157,75,30941,826,6916,1689,290,505,284,61,4071,484,959,61,36,0,149
2011-2015,"B25075_25_$1,000,000_to_$1,499,999",8627,241,104,421,14112,445,4004,87,32,12692,434,1779,366,113,186,104,58,1724,159,369,5,0,0,73
2011-2015,"B25075_26_$1,500,000_to_$1,999,999",3086,50,73,41,3509,141,1048,18,26,3618,169,236,63,40,36,25,21,396,0,49,11,0,0,14
2011-2015,"B25075_27_$2,000,000_or_more",2864,51,127,177,3100,480,372,39,29,2852,276,404,158,86,41,48,0,231,17,12,0,29,0,50
2011-2015,B03002_1_total,647484,90114,152754,241373,1017859,892816,223945,14299,48424,1128722,67463,351129,437271,7431,127691,137145,38481,149315,23402,13308,27395,40743,15625,55214
2011-2015,B03002_2_not_hispanic_or_latino,581681,87132,145103,221824,831634,747820,189316,13718,44057,946821,62752,304856,343362,7180,117077,122520,36972,124587,19562,12014,24358,27340,10127,52330
2011-2015,B03002_3_white_alone,230489,71415,69387,183419,474107,127687,141107,12496,34628,593856,54741,208162,202330,6648,90125,89952,33831,78235,13990,9665,16383,18181,6021,46368
2011-2015,B03002_4_black_or_african_american_alone,310678,11334,63812,21085,174395,558578,18584,784,6719,102194,4989,25125,86180,311,19966,22861,1530,31216,1090,283,6080,5497,1883,3776
2011-2015,B03002_5_american_indian_and_alaska_native_alone,1265,129,1006,500,1555,2076,587,61,139,1461,73,672,1200,10,340,456,73,172,17,0,30,13,36,67
2011-2015,B03002_6_asian_alone,23494,1226,4976,10231,147053,37921,22085,124,695,206641,825,56563,33790,60,3184,3993,401,9643,3606,1521,672,2136,1486,896
2011-2015,B03002_7_native_hawaiian_and_other_pacific_islander_alone,218,0,169,145,353,242,193,0,55,632,19,227,364,0,194,122,4,0,14,0,26,48,0,0
2011-2015,B03002_8_some_other_race_alone,1790,12,205,810,3829,2609,983,0,95,3176,160,1770,1299,0,257,108,0,313,29,16,12,106,83,58
2011-2015,B03002_9_two_or_more_races,13747,3016,5548,5634,30342,18707,5777,253,1726,38861,1945,12337,18199,151,3011,5028,1133,5008,816,529,1155,1359,618,1165
2011-2015,B03002_10_two_races_including_some_other_race,829,1,92,188,1939,1205,448,18,24,1584,17,717,552,1,18,157,65,172,126,0,181,37,21,32
2011-2015,"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",12918,3015,5456,5446,28403,17502,5329,235,1702,37277,1928,11620,17647,150,2993,4871,1068,4836,690,529,974,1322,597,1133
2011-2015,B03002_12_hispanic_or_latino,65803,2982,7651,19549,186225,144996,34629,581,4367,181901,4711,46273,93909,251,10614,14625,1509,24728,3840,1294,3037,13403,5498,2884
2011-2015,B03002_13_white_alone,29836,2361,4547,13154,92095,54379,20269,192,2790,116159,4140,29799,66368,217,4694,6230,1100,17468,2273,667,1599,10923,4202,2354
2011-2015,B03002_14_black_or_african_american_alone,5769,117,720,657,4829,7889,352,0,230,3491,10,971,3311,0,429,631,12,700,37,0,303,312,52,70
2011-2015,B03002_15_american_indian_and_alaska_native_alone,889,0,59,185,1161,1091,543,0,64,1124,0,151,342,0,197,50,0,110,71,0,28,125,15,0
2011-2015,B03002_16_asian_alone,328,37,8,53,1167,203,111,15,0,671,27,320,203,0,52,39,0,192,16,0,6,0,0,0
2011-2015,B03002_17_native_hawaiian_and_other_pacific_islander_alone,32,0,23,0,102,25,19,0,0,59,0,0,47,0,0,35,0,26,0,0,0,0,0,0
2011-2015,B03002_18_some_other_race_alone,25369,429,1255,3672,76174,76938,12336,338,885,47486,346,10961,18780,23,4614,6921,201,4405,1008,457,993,1703,863,255
2011-2015,B03002_19_two_or_more_races,3580,38,1039,1828,10697,4471,999,36,398,12911,188,4071,4858,11,628,719,196,1827,435,170,108,340,366,205
2011-2015,B03002_20_two_races_including_some_other_race,1613,36,385,735,5540,2502,555,8,181,6368,74,1740,1892,11,388,397,12,1228,264,99,18,256,280,174
2011-2015,"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",1967,2,654,1093,5157,1969,444,28,217,6543,114,2331,2966,0,240,322,184,599,171,71,90,84,86,31
2011-2015,B25063_1_total,160640,5723,11850,23067,123581,116148,54744,1331,4492,126662,4921,25971,39050,781,10234,10091,3344,38469,2542,2135,6607,4445,1477,5280
2011-2015,B25063_2_with_cash_rent,156047,5334,11490,21918,119884,113042,53876,1173,4196,123388,4437,25009,38098,694,9750,9667,3037,37695,2453,1940,6419,4350,1458,4790
2011-2015,B25063_3_less_than_$100,1024,0,55,17,124,220,87,0,0,139,0,60,0,0,8,0,0,77,0,0,0,8,0,0
2011-2015,B25063_4_$100_to_$149,1009,0,42,66,446,218,79,0,0,126,0,46,13,0,0,0,7,79,0,0,61,14,0,33
2011-2015,B25063_5_$150_to_$199,1858,46,180,132,651,408,75,0,7,573,19,61,45,0,9,0,23,129,0,34,64,35,0,31
2011-2015,B25063_6_$200_to_$249,3704,52,157,150,1187,859,301,38,17,1006,10,126,115,0,67,64,0,372,0,27,148,0,0,65
2011-2015,B25063_7_$250_to_$299,2664,0,76,242,490,475,175,14,89,337,44,64,136,0,42,58,38,140,12,0,85,0,17,105
2011-2015,B25063_8_$300_to_$349,1865,34,61,127,445,446,233,0,17,543,18,69,108,0,23,22,12,171,0,21,137,0,0,46
2011-2015,B25063_9_$350_to_$399,1772,25,98,166,337,425,42,0,0,278,9,70,110,0,134,12,26,217,11,0,15,0,78,25
2011-2015,B25063_10_$400_to_$449,1571,44,64,68,342,411,111,38,53,463,12,22,105,0,118,0,26,270,7,26,36,21,0,0
2011-2015,B25063_11_$450_to_$499,1582,49,115,201,463,464,95,0,107,334,27,19,159,29,47,49,66,179,0,0,41,35,0,15
2011-2015,B25063_12_$500_to_$549,1549,16,130,81,582,613,142,29,76,619,28,196,151,12,83,23,68,115,9,0,34,23,0,109
2011-2015,B25063_13_$550_to_$599,1864,33,192,199,355,469,230,8,81,407,134,107,73,9,101,39,169,104,0,9,18,16,0,212
2011-2015,B25063_14_$600_to_$649,1905,84,163,318,790,581,81,37,94,548,62,154,76,16,69,99,192,231,0,0,87,34,6,252
2011-2015,B25063_15_$650_to_$699,1917,100,71,198,706,490,110,18,186,612,130,69,162,14,137,42,160,133,15,0,51,18,0,349
2011-2015,B25063_16_$700_to_$749,3048,86,46,430,775,766,201,34,289,524,128,192,205,95,187,87,96,208,7,0,222,104,35,345
2011-2015,B25063_17_$750_to_$799,2834,13,268,468,794,1135,188,35,220,455,137,212,301,14,72,140,170,172,27,0,232,92,0,354
2011-2015,B25063_18_$800_to_$899,9343,222,387,1281,1983,3729,408,85,360,1555,234,599,588,25,257,165,420,588,35,9,534,129,0,521
2011-2015,B25063_19_$900_to_$999,9909,322,671,1799,2535,8476,773,207,297,1869,443,749,1302,97,422,456,297,1022,59,34,989,166,0,339
2011-2015,"B25063_20_$1,000_to_$1,249",22885,736,1267,4378,14695,31803,5533,343,1018,8367,1161,2509,5725,251,2198,1889,599,4862,274,376,1957,1116,234,736
2011-2015,"B25063_21_$1,250_to_$1,499",18457,615,1795,4580,22279,25506,7594,49,562,21199,726,4350,8582,52,2354,2167,358,8486,453,421,763,1186,408,548
2011-2015,"B25063_22_$1,500_to_$1,999",29597,1677,3621,4961,39365,22862,16032,86,492,44046,747,8420,11675,61,2379,2544,247,11706,828,392,609,1078,435,462
